Repository,Type,#,User,Title,State,Created,Updated,URL
python/cpython,PR,12479,blueyed,bpo-36388: pdb: do_debug: restore previous sys.gettrace (might be None),open,03/21/19 12:14:53,03/21/19 12:42:51,https://github.com/python/cpython/pull/12479
python/cpython,PR,12433,matrixise,bpo-31199: configure fails if libasan is not installed when --with-address-sanitizer is enabled,open,03/19/19 14:19:56,05/31/19 14:30:45,https://github.com/python/cpython/pull/12433
python/cpython,PR,12427,animalize,bpo-35859: fix bugs in re engine,open,03/19/19 09:40:58,10/17/19 09:32:26,https://github.com/python/cpython/pull/12427
python/cpython,PR,12418,tovrstra,bpo-36353: fix -R option of build_ext for OSX,open,03/18/19 20:44:30,10/20/19 21:43:53,https://github.com/python/cpython/pull/12418
python/cpython,PR,12412,remilapeyre,"bpo-36350: Change type of inspect.{Signature.parameters,BoundArguments.arguments} ",open,03/18/19 18:19:22,03/20/19 13:35:51,https://github.com/python/cpython/pull/12412
python/cpython,PR,12409,serhiy-storchaka,bpo-36346: Prepare for removing the legacy Unicode C API.,open,03/18/19 17:27:34,03/28/19 17:31:46,https://github.com/python/cpython/pull/12409
python/cpython,PR,12408,matrixise,bpo-36345: Doc: make serve uses http.server instead of Tools/scripts/server.py ,open,03/18/19 17:14:45,05/15/19 11:43:06,https://github.com/python/cpython/pull/12408
python/cpython,PR,12392,blueyed,bpo-36335: add bdb.Bdb.is_skipped_frame,open,03/18/19 06:31:27,03/18/19 06:31:30,https://github.com/python/cpython/pull/12392
python/cpython,PR,12382,remilapeyre,bpo-36290: Fix kwargs handling in ast node constructors,open,03/17/19 21:03:41,12/27/19 23:36:07,https://github.com/python/cpython/pull/12382
python/cpython,PR,12370,vxgmichel,bpo-31062: Allow socket.makefile to handle line buffering properly,open,03/16/19 20:20:23,04/22/19 19:21:09,https://github.com/python/cpython/pull/12370
python/cpython,PR,12368,andrew-g-za,bpo-35100: add unquote_to_bytes_plus to the urllib.parse module,open,03/16/19 13:26:57,06/11/19 15:00:52,https://github.com/python/cpython/pull/12368
python/cpython,PR,12361,kmaork,bpo-36305: Fixes to path handling and parsing in pathlib,open,03/16/19 01:37:50,06/14/19 01:57:45,https://github.com/python/cpython/pull/12361
python/cpython,PR,12316,remilapeyre,bpo-15749: Fix text formatting in cgitb when display is disabled,open,03/14/19 03:06:46,06/11/19 14:31:50,https://github.com/python/cpython/pull/12316
python/cpython,PR,12271,giampaolo,bpo-4080: unittest durations,open,03/11/19 08:22:39,04/29/19 21:00:55,https://github.com/python/cpython/pull/12271
python/cpython,PR,12244,tekknolagi,bpo-36203: Check callback is callable in PyWeakref_NewRef,open,03/09/19 03:04:18,03/29/19 04:24:56,https://github.com/python/cpython/pull/12244
python/cpython,PR,12239,jaraco,bpo-35967 resolve platform.processor late,open,03/08/19 21:03:28,10/27/19 16:33:01,https://github.com/python/cpython/pull/12239
python/cpython,PR,12214,grische,bpo-36226: Fix multipart false positive header defects,open,03/07/19 19:09:11,09/25/19 11:11:28,https://github.com/python/cpython/pull/12214
python/cpython,PR,12200,philmcmahon,bpo-32021: Support brotli .br encoding in mimetypes,open,03/06/19 20:37:13,11/16/19 05:24:54,https://github.com/python/cpython/pull/12200
python/cpython,PR,12160,animalize,"bpo-23689: re module, allocate SRE_REPEAT in a memory pool",open,03/04/19 16:13:49,03/04/19 18:39:34,https://github.com/python/cpython/pull/12160
python/cpython,PR,12157,pxinwr,bpo-31904: Add subprocess module support for VxWorks RTOS,open,03/04/19 11:45:08,03/05/19 12:42:51,https://github.com/python/cpython/pull/12157
python/cpython,PR,12148,sls89,bpo-29539: Implementation to return all mta status codes,open,03/03/19 21:06:30,09/23/19 19:50:59,https://github.com/python/cpython/pull/12148
python/cpython,PR,12138,atsuoishimoto,bpo-36164: add sys.setinspectflag(),open,03/02/19 09:19:37,04/02/19 10:33:02,https://github.com/python/cpython/pull/12138
python/cpython,PR,12131,native-api,bpo-36160: Fix AttributeError on sysconfig._CONFIG_VARS.clear() if test_site is run separately,open,03/01/19 21:48:33,05/31/19 11:36:43,https://github.com/python/cpython/pull/12131
python/cpython,PR,12126,sivel,bpo-13055: Fix empty version handling in disutils.version,open,03/01/19 18:34:34,04/03/19 00:48:38,https://github.com/python/cpython/pull/12126
python/cpython,PR,12110,native-api,bpo-33944: Add site.py site-packages tracing in verbose mode,open,03/01/19 03:32:39,03/03/19 06:49:50,https://github.com/python/cpython/pull/12110
python/cpython,PR,12107,native-api,bpo-33944: Add site.py debugging via PYTHONSITEDEBUG,open,03/01/19 01:24:17,03/02/19 20:13:33,https://github.com/python/cpython/pull/12107
python/cpython,PR,12088,brandtbucher,bpo-36144: Dictionary Addition (PEP 584),open,02/28/19 07:19:13,12/28/19 03:33:34,https://github.com/python/cpython/pull/12088
python/cpython,PR,12076,kellinm,bpo-13501 Build or disable readline with Editline,open,02/28/19 00:01:16,06/07/19 21:11:24,https://github.com/python/cpython/pull/12076
python/cpython,PR,12071,remilapeyre,bpo-36121: Override field_size_limit per csv.reader object,open,02/27/19 19:07:19,12/29/19 09:59:25,https://github.com/python/cpython/pull/12071
python/cpython,PR,12061,cunkel,[2.7] bpo-25872: fix KeyError on race in linecache.checkcache(),open,02/27/19 03:40:01,10/20/19 21:36:40,https://github.com/python/cpython/pull/12061
python/cpython,PR,12054,SwampWalker,Fix bpo-36041: fix folding of quoted string in display_name violates RFC,open,02/26/19 16:27:01,02/27/19 22:54:10,https://github.com/python/cpython/pull/12054
python/cpython,PR,12049,RadicalZephyr,bpo-26228: Fix pty EOF handling,open,02/26/19 12:28:59,05/23/19 09:45:46,https://github.com/python/cpython/pull/12049
python/cpython,PR,12038,ngie-eign,Fix Lib/posixmodule.c compilation with clang on OSX,open,02/25/19 23:45:51,02/26/19 20:17:06,https://github.com/python/cpython/pull/12038
python/cpython,PR,12023,kimsey0,bpo-36086: Split IDLE into separate feature in Windows installer,open,02/25/19 00:43:17,06/03/19 10:14:06,https://github.com/python/cpython/pull/12023
python/cpython,PR,12005,suhearsawho,bpo-21150: add quick link/summary table to the top of argparse documentation,open,02/24/19 06:03:05,09/11/19 18:03:47,https://github.com/python/cpython/pull/12005
python/cpython,PR,11998,Tyrone-Zhao,bpo-36094: Fix a bug in smtplib module,open,02/23/19 20:57:37,10/06/19 23:12:06,https://github.com/python/cpython/pull/11998
python/cpython,PR,11984,sir-sigurd,bpo-36073: Raise ProgrammingError on recursive usage of cursors in sqlite converters,open,02/22/19 10:48:12,08/07/19 20:58:17,https://github.com/python/cpython/pull/11984
python/cpython,PR,11956,ekiro,bpo-36053 fix pkgutil.walk_packages,open,02/20/19 19:44:55,11/18/19 22:01:29,https://github.com/python/cpython/pull/11956
python/cpython,PR,11918,remilapeyre,bpo-35954: Convert key to string when accessing ConfigParser,open,02/18/19 16:08:19,11/16/19 05:33:46,https://github.com/python/cpython/pull/11918
python/cpython,PR,11875,giampaolo,bpo-36003: change socketserver.TCPServer reuse_addr and backlog default options,open,02/15/19 17:41:18,06/08/19 21:06:40,https://github.com/python/cpython/pull/11875
python/cpython,PR,11844,matrixise,bpo-35989: Forbid a netmask > 32 for ipaddress.IPv4Network,open,02/13/19 23:45:05,05/18/19 15:18:01,https://github.com/python/cpython/pull/11844
python/cpython,PR,11834,msullivan, bpo-34235: PyArg_ParseTupleAndKeywords: support required keyword arguments,open,02/13/19 04:56:35,02/21/19 05:40:15,https://github.com/python/cpython/pull/11834
python/cpython,PR,11833,ZackerySpytz,bpo-21360: mailbox.Maildir now ignores files with a leading dot,open,02/13/19 02:16:06,10/06/19 23:09:42,https://github.com/python/cpython/pull/11833
python/cpython,PR,11820,Vlad-Shcherbina,bpo-35889: Add repr() to sqlite3.Row,open,02/11/19 18:44:14,08/22/19 08:47:23,https://github.com/python/cpython/pull/11820
python/cpython,PR,11792,remilapeyre,bpo-17164: Make MozillaCookieJar use curl's format for session cookies,open,02/08/19 19:36:56,07/30/19 13:20:22,https://github.com/python/cpython/pull/11792
python/cpython,PR,11789,rkuska,bpo-35970: Add help flag to base64 util,open,02/08/19 18:17:16,06/09/19 00:04:21,https://github.com/python/cpython/pull/11789
python/cpython,PR,11781,remilapeyre,bpo-4356: Add key parameter to functions in bisect module,open,02/07/19 18:13:10,06/08/19 17:40:30,https://github.com/python/cpython/pull/11781
python/cpython,PR,11773,pitrou,bpo-35921: Use ccache if available,open,02/06/19 22:33:20,02/08/19 20:32:16,https://github.com/python/cpython/pull/11773
python/cpython,PR,11770,iboukris,bpo-35913: asyncore: allow handling of half closed connections,open,02/06/19 18:56:58,02/10/19 21:25:12,https://github.com/python/cpython/pull/11770
python/cpython,PR,11764,ar45,bpo-27777: cgi.FieldStorage can't parse simple body with Cont…,open,02/06/19 01:40:44,06/03/19 18:06:16,https://github.com/python/cpython/pull/11764
python/cpython,PR,11755,stratakis,[WIP] bpo-1294959: Better support for systems with /usr/lib64,open,02/04/19 18:09:52,07/14/19 19:43:45,https://github.com/python/cpython/pull/11755
python/cpython,PR,11754,ambv,bpo-26243: data= is positional-only just on CPython,open,02/04/19 16:45:14,06/05/19 19:12:06,https://github.com/python/cpython/pull/11754
python/cpython,PR,11733,rhettinger,bpo-35780: Add link guards to the lru_cache() C code,open,02/02/19 07:18:01,02/13/19 07:51:56,https://github.com/python/cpython/pull/11733
python/cpython,PR,11729,demianbrecht,[WIP] bpo-24177: Add env var proxy support to http.client,open,02/02/19 03:17:14,06/06/19 02:23:10,https://github.com/python/cpython/pull/11729
python/cpython,PR,11671,izbyshev,bpo-35823: subprocess: Use vfork() instead of fork() on Linux,open,01/25/19 05:07:48,02/04/19 11:37:33,https://github.com/python/cpython/pull/11671
python/cpython,PR,11637,arugifa,[DOC] urllib.request: Explain how works Basic HTTP Authentication,open,01/21/19 17:38:45,11/20/19 07:28:47,https://github.com/python/cpython/pull/11637
python/cpython,PR,11636,jdemeyer,bpo-35707: support __index__ and __float__ in time functions,open,01/21/19 16:47:18,08/23/19 23:05:48,https://github.com/python/cpython/pull/11636
python/cpython,PR,11634,jaysonsantos,Make b64decode with validate=True faster by compiling regex,open,01/21/19 13:58:35,06/06/19 02:25:00,https://github.com/python/cpython/pull/11634
python/cpython,PR,11625,maggyero,bpo-35790: Correct a statement about sys.exc_info() values restoration in the docs,open,01/20/19 19:56:49,09/11/19 16:41:00,https://github.com/python/cpython/pull/11625
python/cpython,PR,11615,csabella,bpo-35770: Convert menudefs to dictionary,open,01/18/19 21:35:19,06/29/19 22:41:14,https://github.com/python/cpython/pull/11615
python/cpython,PR,11609,remilapeyre,bpo-35775: Add general selection function to statistics,open,01/18/19 17:05:06,06/02/19 10:47:51,https://github.com/python/cpython/pull/11609
python/cpython,PR,11594,sergey-bon,bpo-30802: strptime() directives %W and %U no longer require a weekday by assuming the first day of the week if omitted,open,01/17/19 21:04:46,11/17/19 14:23:05,https://github.com/python/cpython/pull/11594
python/cpython,PR,11590,tkren,bpo-35759: add introspection API for asynchronous generators,open,01/17/19 16:20:48,06/01/19 21:45:26,https://github.com/python/cpython/pull/11590
python/cpython,PR,11583,pablogsal,bpo-17005: Add a topological sort algorithm,open,01/17/19 03:35:50,05/30/19 01:05:50,https://github.com/python/cpython/pull/11583
python/cpython,PR,11580,remilapeyre,bpo-27015: Save kwargs given to exceptions constructor,open,01/16/19 17:16:19,02/21/19 18:22:59,https://github.com/python/cpython/pull/11580
python/cpython,PR,11558,neyuru,bpo-35739:  Minimal change to buildrelase.bat for verbosity during testing,open,01/15/19 08:33:55,05/16/19 00:33:07,https://github.com/python/cpython/pull/11558
python/cpython,PR,11538,chrahunt,bpo-35727: Use exit code 0 on sys.exit() in multiprocessing.Process.,open,01/12/19 23:23:36,09/14/19 02:31:04,https://github.com/python/cpython/pull/11538
python/cpython,PR,11529,pganssle,bpo-35723: Proof of concept for tzidx cache,open,01/11/19 23:37:36,06/24/19 23:57:42,https://github.com/python/cpython/pull/11529
python/cpython,PR,11526,ophers,"bpo-35718: Cannot initialize the ""force"" Command-option in initialize_options()",open,01/11/19 21:14:27,06/13/19 00:39:10,https://github.com/python/cpython/pull/11526
python/cpython,PR,11455,serhiy-storchaka,bpo-35677: Do not automount directories by os.stat() on Linux.,open,01/07/19 12:30:34,02/04/19 11:37:18,https://github.com/python/cpython/pull/11455
python/cpython,PR,11451,tonybaloney,bpo-35690: Add fix and tests for idlelib.debugger module,open,01/07/19 02:48:53,10/24/19 23:53:26,https://github.com/python/cpython/pull/11451
python/cpython,PR,11445,vajrasky,bpo-19974: Make extractall method of tarfile overwrites directory sym…,open,01/06/19 11:54:36,02/04/19 11:37:17,https://github.com/python/cpython/pull/11445
python/cpython,PR,11437,eamanu,bpo-24928: Add test case for patch.dict using OrderedDict,open,01/05/19 17:13:15,12/15/19 05:29:10,https://github.com/python/cpython/pull/11437
python/cpython,PR,11433,csabella,bpo-33987: IDLE: Use ttk Frame on help.py,open,01/05/19 02:50:28,02/04/19 11:37:15,https://github.com/python/cpython/pull/11433
python/cpython,PR,11427,csabella,bpo-35675: IDLE config_key - separate window and frame classes,open,01/04/19 02:55:03,06/02/19 13:55:28,https://github.com/python/cpython/pull/11427
python/cpython,PR,11405,steelman,bpo-35638: Introduce fixed point locale aware format type,open,01/02/19 18:30:58,02/04/19 11:37:12,https://github.com/python/cpython/pull/11405
python/cpython,PR,11403,twisteroidambassador,bpo-35545: Fix mishandling of scoped IPv6 addresses,open,01/02/19 14:23:20,02/14/19 22:41:26,https://github.com/python/cpython/pull/11403
python/cpython,PR,11371,remilapeyre,bpo-35232: Add module and qualname  arguments to dataclasses.make_dataclass(),open,12/30/18 23:06:50,04/11/19 15:47:11,https://github.com/python/cpython/pull/11371
python/cpython,PR,11364,simonfagerholm,bpo-35617: Fix for unittest discover not working with implicit namespace packages,open,12/30/18 12:53:11,08/02/19 00:52:50,https://github.com/python/cpython/pull/11364
python/cpython,PR,11361,remilapeyre,"bpo-35540: Add collections.defaultdict support to dataclasses.{asdict,astuple}",open,12/30/18 03:55:30,02/04/19 11:37:10,https://github.com/python/cpython/pull/11361
python/cpython,PR,11292,kyoshidajp,bpo-33661: Clear Authorization header when redirect to cross-site,open,12/23/18 05:02:39,02/04/19 11:37:08,https://github.com/python/cpython/pull/11292
python/cpython,PR,11285,djhoulihan,bpo-35557 - Allow base64.b16decode() to accept lowercase hexadecimal characters by default,open,12/22/18 05:57:42,02/04/19 11:37:07,https://github.com/python/cpython/pull/11285
python/cpython,PR,11277,bombs-kim,bpo-35514:  Enhanced the explanation on reference count details,open,12/21/18 17:09:08,09/15/19 08:52:45,https://github.com/python/cpython/pull/11277
python/cpython,PR,11270,serhiy-storchaka,bpo-27772: Make preciding width with 0 valid in string format.,open,12/21/18 01:03:36,02/04/19 11:37:06,https://github.com/python/cpython/pull/11270
python/cpython,PR,11263,Windsooon,"bpo-35105: Document that CPython accepts ""invalid"" identifiers",open,12/20/18 16:54:15,09/12/19 16:04:06,https://github.com/python/cpython/pull/11263
python/cpython,PR,11241,twisteroidambassador,"bpo-35302: Try each (remote addrinfo, local addrinfo) pair when connecting.",open,12/19/18 16:34:28,04/04/19 19:53:58,https://github.com/python/cpython/pull/11241
python/cpython,PR,11204,eamanu,Fix bpo-19217: Calling assertEquals for moderately long list takes too long,open,12/18/18 02:08:31,02/04/19 11:37:04,https://github.com/python/cpython/pull/11204
python/cpython,PR,11193,Zheaoli,bpo-35517: selector.EpollSelector: add new parameter to support extra events,open,12/17/18 14:27:40,02/04/19 11:37:03,https://github.com/python/cpython/pull/11193
python/cpython,PR,11166,ZackerySpytz,bpo-32810: Allow accessing the ags_gen and agt_gen attrs of async generators,open,12/14/18 22:57:38,02/04/19 11:37:02,https://github.com/python/cpython/pull/11166
python/cpython,PR,11165,thejcannon,bpo-35498: Added slice support to PathLib parents attribute.,open,12/14/18 22:13:24,09/13/19 13:32:51,https://github.com/python/cpython/pull/11165
python/cpython,PR,11133,vladima,bpo-35306: Handle '*' in pathlib.Path functions on Windows,open,12/12/18 23:15:51,09/11/19 20:09:10,https://github.com/python/cpython/pull/11133
python/cpython,PR,11050,mthuurne,bpo-17088: Fix handling of XML attributes when serializing with default namespace,open,12/09/18 16:34:06,02/04/19 11:36:59,https://github.com/python/cpython/pull/11050
python/cpython,PR,11036,onyb,bpo-35292: Lazily inject system mime.types into SimpleHTTPRequestHandler.extensions_map,open,12/08/18 14:36:15,09/13/19 13:57:02,https://github.com/python/cpython/pull/11036
python/cpython,PR,10995,tyomitch,bpo-26415: reduce peak memory consumption by the parser,open,12/06/18 20:00:15,04/24/19 16:10:37,https://github.com/python/cpython/pull/10995
python/cpython,PR,10903,elibixby,copy and deepcopy functionality for metaclasses,open,12/04/18 22:48:49,09/13/19 14:05:16,https://github.com/python/cpython/pull/10903
python/cpython,PR,10901,hobbestigrou,"bpo-5430: Preservation LF, CR in IMAP4 append method.",open,12/04/18 20:12:10,09/13/19 16:06:50,https://github.com/python/cpython/pull/10901
python/cpython,PR,10875,s-ball,bpo-35335: explicitely allows msgfmt.py to compile more than one input po files,open,12/03/18 22:33:02,02/04/19 11:36:53,https://github.com/python/cpython/pull/10875
python/cpython,PR,10871,hobbestigrou,bpo-25567: Add the support of bytes in quotes.,open,12/03/18 21:57:35,06/14/19 13:14:15,https://github.com/python/cpython/pull/10871
python/cpython,PR,10847,cykerway,bpo-14074: argparse doesn't allow metavar to be a tuple,open,12/01/18 16:47:02,04/07/19 17:02:27,https://github.com/python/cpython/pull/10847
python/cpython,PR,10799,cklein,bpo-35353: Added 'frame' command to pdb,open,11/29/18 19:50:44,03/30/19 00:13:32,https://github.com/python/cpython/pull/10799
python/cpython,PR,10783,timb07,bpo-30681: Support invalid date format or value in email Date header,open,11/29/18 03:28:44,10/06/19 22:42:46,https://github.com/python/cpython/pull/10783
python/cpython,PR,10771,PierreQuentel,bpo-27777 : cgi.FieldStorage can't parse simple body with Con…,open,11/28/18 19:54:39,12/03/19 19:27:30,https://github.com/python/cpython/pull/10771
python/cpython,PR,10745,batisteo,bpo-35328: Set VIRTUAL_ENV_PROMPT at venv activation,open,11/27/18 19:25:04,02/04/19 11:36:51,https://github.com/python/cpython/pull/10745
python/cpython,PR,10714,remilapeyre,bpo-35227: Add support for file objects of unknown size to tarfile,open,11/26/18 13:31:22,02/04/19 11:36:50,https://github.com/python/cpython/pull/10714
python/cpython,PR,10627,Thorleon,bpo-35278: Sanitize tempfile prefix to prevent directory treversal,open,11/21/18 04:20:28,02/04/19 11:36:49,https://github.com/python/cpython/pull/10627
python/cpython,PR,10618,martindemello,bpo-35282: Add a return value to lib2to3.refactor_file and refactor_dir,open,11/20/18 22:37:08,09/24/19 02:30:14,https://github.com/python/cpython/pull/10618
python/cpython,PR,10616,CuriousLearner,bpo-25439: Added additional type checks to urllib.request.Request,open,11/20/18 21:51:42,05/07/19 17:50:08,https://github.com/python/cpython/pull/10616
python/cpython,PR,10602,ZackerySpytz,[Skip Issue] Fix the error handling in tee_fromiterable(),open,11/19/18 18:44:02,05/23/19 02:52:51,https://github.com/python/cpython/pull/10602
python/cpython,PR,10588,blueyed,bpo-35270: Cmd.complete: use completedefault also with cmd=None,open,11/18/18 02:06:24,03/11/19 17:45:10,https://github.com/python/cpython/pull/10588
python/cpython,PR,10563,jiahongxujia,bpo-31171: add `-lpthread' to build multiprocessing for linux platform,open,11/16/18 10:31:52,05/16/19 06:17:02,https://github.com/python/cpython/pull/10563
python/cpython,PR,10520,ianliu,bpo-35236: Add trailing slash to FTP directory path,open,11/13/18 22:24:54,05/22/19 03:43:18,https://github.com/python/cpython/pull/10520
python/cpython,PR,10451,tzickel,bpo-35210: Use bytes + memoryview + resize instead of bytesarray + array in io.RawIOBase.read,open,11/10/18 20:27:22,02/04/19 11:36:43,https://github.com/python/cpython/pull/10451
python/cpython,PR,10441,oesteban,bpo-22393: Fix multiprocessing.Pool hangs if a worker process dies unexpectedly,open,11/09/18 23:51:30,06/12/19 11:11:01,https://github.com/python/cpython/pull/10441
python/cpython,PR,10415,izbyshev,bpo-35191: Fix unexpected integer truncation in socket.setblocking(),open,11/08/18 18:46:36,09/10/19 16:43:29,https://github.com/python/cpython/pull/10415
python/cpython,PR,10367,lysnikolaou,bpo-22021: Update root_dir and base_dir documentation in shutil,open,11/06/18 21:08:12,07/19/19 13:58:36,https://github.com/python/cpython/pull/10367
python/cpython,PR,10349,e-kwsm,bpo-22276: Fix pathlib.Path.glob not to ignore trailing path separator,open,11/06/18 04:58:29,10/24/19 14:47:56,https://github.com/python/cpython/pull/10349
python/cpython,PR,10321,lysnikolaou,bpo-24916: Change _PY_VERSION in sysconfig.py and py_version in install.py,open,11/04/18 18:01:24,09/14/19 15:31:02,https://github.com/python/cpython/pull/10321
python/cpython,PR,10307,tirkarthi,bpo-35113: Fix inspect.getsource to return correct source for inner classes,open,11/03/18 14:29:03,12/17/19 19:44:11,https://github.com/python/cpython/pull/10307
python/cpython,PR,10294,dsentinel,Add IPv4 socket option constant IP_PKTINFO as socket module attribute.,open,11/02/18 06:09:04,02/04/19 11:36:36,https://github.com/python/cpython/pull/10294
python/cpython,PR,10251,mivade,bpo-33533: Implement as_completed as an asynchronous generator,open,10/31/18 05:17:00,02/04/19 11:36:35,https://github.com/python/cpython/pull/10251
python/cpython,PR,10250,cyang1,bpo-33376: clear cursor->statement when setting cursor->reset,open,10/31/18 00:20:39,02/08/19 19:02:12,https://github.com/python/cpython/pull/10250
python/cpython,PR,10237,fbidu,bpo-25416: add aliases for cp874 and mac_cyrillic encodings,open,10/30/18 15:14:38,02/04/19 11:36:34,https://github.com/python/cpython/pull/10237
python/cpython,PR,10226,tzickel,[2.7] bpo-3243: Support iterable bodies in httplib,open,10/29/18 23:18:08,11/06/18 09:26:57,https://github.com/python/cpython/pull/10226
python/cpython,PR,10209,orlnub123,bpo-35101: Fix inspect.findsource breaking on class frame objects,open,10/29/18 07:20:08,02/04/19 11:36:33,https://github.com/python/cpython/pull/10209
python/cpython,PR,10159,bradengroom,bpo-14856: Deprecate using add_parser() to overwrite an existing subparser,open,10/28/18 03:15:32,02/04/19 11:36:32,https://github.com/python/cpython/pull/10159
python/cpython,PR,10137,srinivasreddy,bpo-35078:Allow customization of CSS class name of a month in calendar module,open,10/26/18 20:30:42,12/16/19 13:25:24,https://github.com/python/cpython/pull/10137
python/cpython,PR,10132,srinivasreddy,bpo-35077: Make error message on string object less ambiguous,open,10/26/18 19:12:22,02/04/19 11:36:31,https://github.com/python/cpython/pull/10132
python/cpython,PR,10130,srinivasreddy,bpo-32173: linecache.py add lazycache to __all__ and use dict.clear to clear the cache ,open,10/26/18 18:22:01,02/04/19 11:36:30,https://github.com/python/cpython/pull/10130
python/cpython,PR,10100,bradengroom,[2.7] bpo-34145: Fix uuid3 and uuid5 to accept unicode names,open,10/25/18 21:29:48,10/25/18 21:30:56,https://github.com/python/cpython/pull/10100
python/cpython,PR,10034,srinivasreddy,Fix bpo-19217: Calling assertEquals for moderately long list takes too long,open,10/22/18 06:12:08,10/11/19 11:55:48,https://github.com/python/cpython/pull/10034
python/cpython,PR,10016,maggyero,bpo-37800: Clean up importlib documentation for some module attributes,open,10/21/18 02:02:30,11/19/19 21:14:36,https://github.com/python/cpython/pull/10016
python/cpython,PR,9959,pablogsal,bpo-28053: Complete and fix custom reducers in multiprocessing.,open,10/19/18 01:20:24,07/29/19 18:39:59,https://github.com/python/cpython/pull/9959
python/cpython,PR,9951,serhiy-storchaka,bpo-34963: Make the repr of the typing.NewType() result more meaningful.,open,10/18/18 14:09:49,02/04/19 11:36:28,https://github.com/python/cpython/pull/9951
python/cpython,PR,9938,matrixise,WIP: [2.7] bpo-24658: Fix read/write greater than 2 GiB on macOS (GH-1705),open,10/18/18 03:22:36,03/26/19 15:24:15,https://github.com/python/cpython/pull/9938
python/cpython,PR,9929,ZackerySpytz,"[Skip Issue] In _PyIO_trap_eintr(), check if ""val"" is not an OSError after PyErr_NormalizeException()",open,10/17/18 16:19:00,02/04/19 11:36:27,https://github.com/python/cpython/pull/9929
python/cpython,PR,9923,ausaki,"bpo-34979: fix ""SyntaxError: Non-UTF-8 code start with \xe8..."" caused by function decoding_fgets",open,10/17/18 11:49:48,02/04/19 11:36:27,https://github.com/python/cpython/pull/9923
python/cpython,PR,9922,augustogoulart,bpo-34187: _WindowsConsoleIO rises correct exception,open,10/17/18 04:11:38,02/04/19 11:36:27,https://github.com/python/cpython/pull/9922
python/cpython,PR,9914,jgossage,bpo-9453: fix SAX2DOM handling of processing instruction before first XML element,open,10/16/18 20:51:47,11/16/19 04:57:34,https://github.com/python/cpython/pull/9914
python/cpython,PR,9892,matrixise,WIP: bpo-34990: year 2038 problem in compileall.py,open,10/15/18 21:40:05,08/23/19 01:18:39,https://github.com/python/cpython/pull/9892
python/cpython,PR,9855,taleinat,bpo-34976: IDLE: first updated working version of a search bar,open,10/14/18 00:05:59,02/04/19 11:36:24,https://github.com/python/cpython/pull/9855
python/cpython,PR,9851,pablogsal,bpo-25246: Improve the performance of deque_remove(),open,10/13/18 21:56:34,11/19/19 04:04:59,https://github.com/python/cpython/pull/9851
python/cpython,PR,9840,RemiCardona,bpo-34971: add support for TLS sessions from asyncio,open,10/13/18 12:50:41,06/06/19 19:17:54,https://github.com/python/cpython/pull/9840
python/cpython,PR,9826,csabella,bpo-23892: Introduce sys.implementation.opt_levels,open,10/12/18 20:08:53,06/28/19 03:27:23,https://github.com/python/cpython/pull/9826
python/cpython,PR,9808,fish2000,bpo-34963: Create callable types in `typing.NewType`,open,10/12/18 06:08:05,02/04/19 11:36:21,https://github.com/python/cpython/pull/9808
python/cpython,PR,9802,taleinat,bpo-21880: IDLE: Ability to run 3rd party code checkers,open,10/11/18 10:42:49,02/04/19 11:36:21,https://github.com/python/cpython/pull/9802
python/cpython,PR,9769,jopamer,bpo-34944: Update _dirnameW to accept long path names,open,10/09/18 17:14:28,09/12/19 21:38:48,https://github.com/python/cpython/pull/9769
python/cpython,PR,9748,cjrh,bpo-34831: Asyncio tutorial,open,10/07/18 13:25:35,09/13/19 13:55:56,https://github.com/python/cpython/pull/9748
python/cpython,PR,9715,jgossage,bpo-6686: Fix Lib.xml.sax.expatreader.GetProperty to return a string object,open,10/05/18 17:34:33,05/30/19 23:02:05,https://github.com/python/cpython/pull/9715
python/cpython,PR,9711,serhiy-storchaka,"bpo-18291: codecs text streams now split lines only with \r, \n and \r\n.",open,10/05/18 14:22:26,02/04/19 11:36:18,https://github.com/python/cpython/pull/9711
python/cpython,PR,9699,BookLaugh,bpo-27165: Skip callables when printing an exception details,open,10/04/18 16:15:09,02/04/19 11:36:17,https://github.com/python/cpython/pull/9699
python/cpython,PR,9693,1st1,"bpo-2506: Experiment with adding a ""-X noopt"" flag",open,10/04/18 04:32:34,05/28/19 01:49:01,https://github.com/python/cpython/pull/9693
python/cpython,PR,9688,hellysmile,bpo-34014: Added support of contextvars for BaseEventLoop.run_in_executor,open,10/03/18 17:06:40,10/21/19 22:12:32,https://github.com/python/cpython/pull/9688
python/cpython,PR,9655,boxed,bpo-34861 Make cProfile default output useful,open,10/01/18 14:15:31,05/13/19 16:03:10,https://github.com/python/cpython/pull/9655
python/cpython,PR,9647,serhiy-storchaka,bpo-34856: Make the repr of lambda containing the signature and body expression.,open,09/30/18 21:31:14,02/04/19 11:36:16,https://github.com/python/cpython/pull/9647
python/cpython,PR,9629,csabella,bpo-9056: Include subsections in TOC for PDF version of docs.,open,09/29/18 01:17:02,11/17/19 17:41:11,https://github.com/python/cpython/pull/9629
python/cpython,PR,9627,seanharr11,bpo-34837: Multiprocessing.Pool API Extension - Pass Data to Workers w/o Globals,open,09/28/18 23:14:14,02/04/19 11:36:14,https://github.com/python/cpython/pull/9627
